object_type,object_id,action,attributes
ECTAtSchoolPeriod,71864,update,"started_on,2025-09-09"
ECTAtSchoolPeriod,72006,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,72256,update,"started_on,2024-09-02"
ECTAtSchoolPeriod,72370,update,"started_on,2024-10-03"
ECTAtSchoolPeriod,72526,update,"started_on,2024-07-15"
ECTAtSchoolPeriod,72659,update,"started_on,2024-10-08"
ECTAtSchoolPeriod,72759,update,"started_on,2024-04-19"
ECTAtSchoolPeriod,72942,update,"started_on,2024-07-14"
ECTAtSchoolPeriod,73117,update,"started_on,2025-07-09"
ECTAtSchoolPeriod,73366,update,"started_on,2026-03-28"
ECTAtSchoolPeriod,73480,update,"started_on,2025-01-11"
ECTAtSchoolPeriod,73666,update,"started_on,2025-09-24"
ECTAtSchoolPeriod,74182,update,"started_on,2025-08-24"
ECTAtSchoolPeriod,74448,update,"started_on,2024-10-08"
ECTAtSchoolPeriod,74642,update,"started_on,2025-07-02"
ECTAtSchoolPeriod,74687,update,"started_on,2025-03-03"
ECTAtSchoolPeriod,74988,update,"started_on,2025-07-17"
ECTAtSchoolPeriod,75050,update,"started_on,2024-09-12"
ECTAtSchoolPeriod,76334,update,"started_on,2025-09-26"
ECTAtSchoolPeriod,76505,update,"started_on,2023-12-04"
ECTAtSchoolPeriod,76760,update,"started_on,2025-03-06"
ECTAtSchoolPeriod,76776,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,76844,update,"started_on,2024-07-18"
ECTAtSchoolPeriod,76915,update,"started_on,2025-07-25"
ECTAtSchoolPeriod,77222,update,"started_on,2024-09-04"
ECTAtSchoolPeriod,77655,update,"started_on,2025-12-11"
ECTAtSchoolPeriod,77990,update,"started_on,2026-01-09"
ECTAtSchoolPeriod,78254,update,"started_on,2026-01-31"
ECTAtSchoolPeriod,78492,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,78768,update,"started_on,2023-09-03"
ECTAtSchoolPeriod,78781,update,"started_on,2023-09-22"
ECTAtSchoolPeriod,78923,update,"started_on,2024-07-08"
ECTAtSchoolPeriod,78928,update,"started_on,2025-09-02"
ECTAtSchoolPeriod,79127,update,"started_on,2025-09-22"
ECTAtSchoolPeriod,79264,update,"started_on,2025-06-30"
ECTAtSchoolPeriod,79895,update,"started_on,2025-10-18"
ECTAtSchoolPeriod,80035,update,"started_on,2024-05-22"
ECTAtSchoolPeriod,80046,update,"started_on,2025-10-30"
ECTAtSchoolPeriod,80120,update,"started_on,2022-07-27"
ECTAtSchoolPeriod,80659,update,"started_on,2022-10-25"
ECTAtSchoolPeriod,80880,update,"started_on,2025-11-13"
ECTAtSchoolPeriod,80908,update,"started_on,2024-07-05"
ECTAtSchoolPeriod,80948,update,"started_on,2024-10-02"
ECTAtSchoolPeriod,81196,update,"started_on,2022-09-16"
ECTAtSchoolPeriod,81223,update,"started_on,2025-08-30"
ECTAtSchoolPeriod,81234,update,"started_on,2024-07-17"
ECTAtSchoolPeriod,81306,update,"started_on,2024-07-15"
ECTAtSchoolPeriod,81323,update,"started_on,2025-09-16"
ECTAtSchoolPeriod,81369,update,"started_on,2025-06-26"
ECTAtSchoolPeriod,81708,update,"started_on,2025-03-28"
ECTAtSchoolPeriod,82096,update,"started_on,2025-10-16"
ECTAtSchoolPeriod,82210,update,"started_on,2025-09-15"
ECTAtSchoolPeriod,82248,update,"started_on,2024-09-10"
ECTAtSchoolPeriod,82482,update,"started_on,2023-09-06"
ECTAtSchoolPeriod,82849,update,"started_on,2024-07-03"
ECTAtSchoolPeriod,82979,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,83014,update,"started_on,2024-09-12"
ECTAtSchoolPeriod,83638,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,84022,update,"started_on,2025-09-05"
ECTAtSchoolPeriod,84539,update,"started_on,2024-07-11"
ECTAtSchoolPeriod,84678,update,"started_on,2025-09-03"
ECTAtSchoolPeriod,84787,update,"started_on,2025-10-20"
ECTAtSchoolPeriod,85046,update,"started_on,2023-11-02"
ECTAtSchoolPeriod,85172,update,"started_on,2026-03-06"
ECTAtSchoolPeriod,85305,update,"started_on,2024-08-15"
ECTAtSchoolPeriod,85702,update,"started_on,2025-10-16"
ECTAtSchoolPeriod,86431,update,"started_on,2024-07-29"
ECTAtSchoolPeriod,86807,update,"started_on,2025-07-11"
ECTAtSchoolPeriod,86837,update,"started_on,2025-09-02"
ECTAtSchoolPeriod,87157,update,"started_on,2025-07-14"
ECTAtSchoolPeriod,87362,update,"started_on,2025-10-22"
ECTAtSchoolPeriod,88116,update,"started_on,2025-07-03"
ECTAtSchoolPeriod,88223,update,"started_on,2024-06-27"
ECTAtSchoolPeriod,88304,update,"started_on,2025-10-14"
ECTAtSchoolPeriod,88436,update,"started_on,2024-06-28"
ECTAtSchoolPeriod,88587,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,88621,update,"started_on,2024-07-03"
ECTAtSchoolPeriod,89140,update,"started_on,2026-02-09"
ECTAtSchoolPeriod,89251,update,"started_on,2024-09-30"
ECTAtSchoolPeriod,89671,update,"started_on,2024-07-10"
ECTAtSchoolPeriod,90084,update,"started_on,2025-08-22"
ECTAtSchoolPeriod,90181,update,"started_on,2025-07-17"
ECTAtSchoolPeriod,90239,update,"started_on,2025-12-18"
ECTAtSchoolPeriod,90561,update,"started_on,2024-06-29"
ECTAtSchoolPeriod,91007,update,"started_on,2025-07-19"
ECTAtSchoolPeriod,91237,update,"started_on,2025-09-06"
ECTAtSchoolPeriod,91436,update,"started_on,2025-10-17"
ECTAtSchoolPeriod,91677,update,"started_on,2025-10-15"
ECTAtSchoolPeriod,91771,update,"started_on,2024-07-17"
ECTAtSchoolPeriod,91921,update,"started_on,2025-10-22"
ECTAtSchoolPeriod,91956,update,"started_on,2024-09-18"
ECTAtSchoolPeriod,92080,update,"started_on,2025-07-01"
ECTAtSchoolPeriod,92196,update,"started_on,2025-10-16"
ECTAtSchoolPeriod,92688,update,"started_on,2025-01-08"
ECTAtSchoolPeriod,92741,update,"started_on,2025-07-22"
ECTAtSchoolPeriod,92901,update,"started_on,2025-09-03"
ECTAtSchoolPeriod,93012,update,"started_on,2024-07-04"
ECTAtSchoolPeriod,93152,update,"started_on,2025-07-08"
ECTAtSchoolPeriod,93183,update,"started_on,2024-08-16"
ECTAtSchoolPeriod,93267,update,"started_on,2024-10-08"
ECTAtSchoolPeriod,93623,update,"started_on,2024-07-10"
ECTAtSchoolPeriod,93658,update,"started_on,2025-11-06"
ECTAtSchoolPeriod,94024,update,"started_on,2025-09-13"
ECTAtSchoolPeriod,94215,update,"started_on,2025-09-15"
ECTAtSchoolPeriod,94489,update,"started_on,2025-09-04"
ECTAtSchoolPeriod,94577,update,"started_on,2025-09-17"
ECTAtSchoolPeriod,94633,update,"started_on,2025-12-10"
ECTAtSchoolPeriod,94701,update,"started_on,2026-03-14"
ECTAtSchoolPeriod,94892,update,"started_on,2025-07-22"
ECTAtSchoolPeriod,94987,update,"started_on,2024-09-02"
ECTAtSchoolPeriod,95118,update,"started_on,2025-10-04"
ECTAtSchoolPeriod,95124,update,"started_on,2024-10-03"
ECTAtSchoolPeriod,95146,update,"started_on,2025-07-04"
ECTAtSchoolPeriod,95190,update,"started_on,2024-07-01"
ECTAtSchoolPeriod,95277,update,"started_on,2025-05-15"
ECTAtSchoolPeriod,95420,update,"started_on,2025-09-05"
ECTAtSchoolPeriod,95602,update,"started_on,2025-12-12"
ECTAtSchoolPeriod,95864,update,"started_on,2026-01-18"
ECTAtSchoolPeriod,95946,update,"started_on,2024-09-10"
ECTAtSchoolPeriod,96389,update,"started_on,2023-12-24"
ECTAtSchoolPeriod,96590,update,"started_on,2022-08-30"
ECTAtSchoolPeriod,96985,update,"started_on,2023-08-04"
ECTAtSchoolPeriod,97533,update,"started_on,2024-09-03"
ECTAtSchoolPeriod,97872,update,"started_on,2023-06-20"
ECTAtSchoolPeriod,98301,update,"started_on,2024-07-18"
ECTAtSchoolPeriod,98649,update,"started_on,2024-09-24"
ECTAtSchoolPeriod,98836,update,"started_on,2023-12-18"
ECTAtSchoolPeriod,98837,update,"started_on,2025-06-26"
ECTAtSchoolPeriod,99220,update,"started_on,2026-01-12"
ECTAtSchoolPeriod,99389,update,"started_on,2024-08-15"
ECTAtSchoolPeriod,99584,update,"started_on,2025-05-14"
ECTAtSchoolPeriod,99632,update,"started_on,2023-10-06"
ECTAtSchoolPeriod,99681,update,"started_on,2025-08-24"
ECTAtSchoolPeriod,99781,update,"started_on,2024-07-18"
ECTAtSchoolPeriod,99889,update,"started_on,2025-02-18"
ECTAtSchoolPeriod,99921,update,"started_on,2025-09-15"
ECTAtSchoolPeriod,100062,update,"started_on,2022-10-21"
ECTAtSchoolPeriod,100189,update,"started_on,2026-01-28"
ECTAtSchoolPeriod,100224,update,"started_on,2026-03-13"
ECTAtSchoolPeriod,100390,update,"started_on,2022-10-21"
ECTAtSchoolPeriod,100449,update,"started_on,2024-09-04"
ECTAtSchoolPeriod,100489,update,"started_on,2025-11-14"
ECTAtSchoolPeriod,100783,update,"started_on,2025-11-21"
ECTAtSchoolPeriod,100852,update,"started_on,2022-09-03"
ECTAtSchoolPeriod,100965,update,"started_on,2025-09-15"
ECTAtSchoolPeriod,101078,update,"started_on,2023-07-12"
ECTAtSchoolPeriod,101204,update,"started_on,2025-09-02"
ECTAtSchoolPeriod,101343,update,"started_on,2024-09-10"
ECTAtSchoolPeriod,101384,update,"started_on,2026-01-22"
ECTAtSchoolPeriod,101459,update,"started_on,2025-10-14"
ECTAtSchoolPeriod,101569,update,"started_on,2025-11-12"
ECTAtSchoolPeriod,101770,update,"started_on,2024-09-02"
ECTAtSchoolPeriod,102348,update,"started_on,2025-04-22"
ECTAtSchoolPeriod,102831,update,"started_on,2024-09-04"
ECTAtSchoolPeriod,102963,update,"started_on,2025-09-09"
ECTAtSchoolPeriod,103130,update,"started_on,2024-09-12"
ECTAtSchoolPeriod,103636,update,"started_on,2024-09-10"
ECTAtSchoolPeriod,103718,update,"started_on,2025-02-18"
ECTAtSchoolPeriod,103821,update,"started_on,2024-07-18"
ECTAtSchoolPeriod,104258,update,"started_on,2025-03-27"
ECTAtSchoolPeriod,104337,update,"started_on,2025-12-19"
ECTAtSchoolPeriod,104344,update,"started_on,2025-07-04"
ECTAtSchoolPeriod,104414,update,"started_on,2023-08-22"
ECTAtSchoolPeriod,104706,update,"started_on,2024-10-02"
ECTAtSchoolPeriod,104868,update,"started_on,2024-09-18"
ECTAtSchoolPeriod,105017,update,"started_on,2025-01-21"
ECTAtSchoolPeriod,105146,update,"started_on,2025-09-17"
ECTAtSchoolPeriod,105161,update,"started_on,2024-10-03"
ECTAtSchoolPeriod,105271,update,"started_on,2025-09-03"
ECTAtSchoolPeriod,105316,update,"started_on,2025-08-29"
ECTAtSchoolPeriod,105584,update,"started_on,2024-11-28"
ECTAtSchoolPeriod,105589,update,"started_on,2025-07-15"
ECTAtSchoolPeriod,105688,update,"started_on,2024-09-03"
ECTAtSchoolPeriod,105792,update,"started_on,2025-09-11"
ECTAtSchoolPeriod,106070,update,"started_on,2025-10-13"
ECTAtSchoolPeriod,106660,update,"started_on,2026-02-11"
ECTAtSchoolPeriod,107125,update,"started_on,2025-09-08"
ECTAtSchoolPeriod,107194,update,"started_on,2024-07-14"
ECTAtSchoolPeriod,107258,update,"started_on,2024-07-04"
ECTAtSchoolPeriod,107472,update,"started_on,2025-07-18"
ECTAtSchoolPeriod,107880,update,"started_on,2025-07-11"
ECTAtSchoolPeriod,108177,update,"started_on,2025-09-13"
ECTAtSchoolPeriod,108187,update,"started_on,2025-07-03"
ECTAtSchoolPeriod,108551,update,"started_on,2025-09-18"
ECTAtSchoolPeriod,108613,update,"started_on,2025-10-15"
ECTAtSchoolPeriod,108614,update,"started_on,2026-02-01"
ECTAtSchoolPeriod,109130,update,"started_on,2025-10-13"
ECTAtSchoolPeriod,109204,update,"started_on,2025-09-17"
